"station","strikeDeg","dipDeg","rakeDeg","slipSense","color","Longitude","Latitude","type","width","comments"
"TJ18-37 W",34,67,"51","N","red","-17.362932","66.076917","Fault","",""
"TJ18-37 W",183,82,"170","R","","-17.362932","66.076917","Fault","",""
"TJ18-37 Y",357,90,"175","R","red, white","-17.362458","66.077361","Fault","",""
"TJ18-37 Z",74,72,"0","L","","-17.3619","66.077436","Fault","",""
"TJ18-41 B",326,78,"10","R","","-17.355579","66.059025","Fault","",""
"TJ18-42",110,90,"175","R","",NA,NA,"Fault","",""
"TJ18-42 A",155,63,"142","R","red","-17.343823","66.096443","Fault","",""
"TJ18-42 A",35,74,"177","R","red","-17.343823","66.096443","Fault","",""
"TJ18-42 H",130,80,"150","R","red ","-17.349076","66.096024","Fault","",""
"TJ18-44",160,90,"143","R","red","-17.333775","66.027021","Fault","",""
"TJ18-45",70,62,"0","L","pink","-17.297863","66.043348","Fault","",""
"TJ18-45",55,75,"21","L","","-17.297863","66.043348","Fault","",""
"TJ18-45",80,63,"15","L","","-17.297863","66.043348","Fault","",""
"TJ18-45",78,60,"10","L","","-17.297863","66.043348","Fault","",""
"TJ18-45",95,75,"30","L","","-17.297863","66.043348","Fault","",""
"TJ18-45 B",92,58,"88","N","","-17.296997","66.042968","Fault","",""
"TJ18-45 D",67,72,"172","L","red","-17.302459","66.0455","Fault","",""
"TJ18-45 D",96,72,"0","L","white, pink","-17.302459","66.0455","Fault","",""
"TJ18-45 D",76,52,"86","N","white, red","-17.302459","66.0455","Fault","",""
"TJ18-47 H",20,90,"","","","-17.37556","66.026767","dike","100","iffy dip"
"TJ18-47 H",17,90,"","","","-17.37556","66.026767","dike","20","iffy dip"
"TJ18-47 H",38,90,"","","","-17.37556","66.026767","dike","20","iffy dip"
"TJ18-47 H",50,90,"","","","-17.37556","66.026767","dike","20","iffy dip"
"TJ18-47 J",110,90,"","","","-17.376305","66.02632","dike",NA,"very iffy, branches and seems closer to 130 later"
"TJ18-47 N",205,80,"","","","-17.378503","66.025205","dike","10",""
"TJ18-47 N",205,80,"","","","-17.378503","66.025205","dike","10",""
"TJ18-48 A",240,80,"","","","-17.379867","66.020108","dike","70",""
"TJ18-48 A",135,90,"","","","-17.379867","66.020108","dike",NA,""
"TJ18-48 A",315,85,"","","","-17.379867","66.020108","dike","100","wiggly"
"TJ18-48 B",243,60,"","","","-17.381098","66.019618","dike","50","wiggly and branching"
"TJ18-49 C",20,90,"","","","-17.289322","66.105351","dike","100","iffy"
"TJ18-49 D",8,60,"","","","-17.290972","66.105207","dike",NA,""
"TJ18-49 D",8,60,"","","","-17.290972","66.105207","dike",NA,"unsure"
"TJ18-49 E",35,61,"","","","-17.293017","66.10505","dike","40",""
"TJ18-49 E",100,90,"","","","-17.293017","66.10505","dike",NA,"not very continuous dike. Other side was 093 80 S"
"TR18-10",210,85,"","","","-18.53254","65.998313","dike","800",""
"TR18-10",200,82,"","","black","-18.53254","65.998313","dike","200",""
"TR18-10",190,80,"","","","-18.53254","65.998313","dike","300",""
"TR18-10",200,83,"","","","-18.53254","65.998313","dike","800",""
"TR18-10",180,85,"","","","-18.53254","65.998313","dike","300",""
"TR18-10",180,85,"","","","-18.53254","65.998313","dike","200",""
"TR18-10",210,83,"","","","-18.53254","65.998313","dike","800",""
"TR18-11",353,90,"5","L","grey","-18.515377","66.024071","Fault","",""
"TR18-11",350,84,"0","L","","-18.515377","66.024071","Fault","",""
"TR18-11",143,90,"168","R","grey","-18.515377","66.024071","Fault","",""
"TR18-12",2,70,"60","N","",NA,NA,"Fault","",""
"TR18-12",2,70,"60","N","",NA,NA,"Fault","",""
"TR18-12",2,70,"60","N","",NA,NA,"Fault","",""
"TR18-13",21,57,"35","L","red, green","-18.627873","66.07653","Fault","",""
"TR18-13",358,68,"86","N","white","-18.627873","66.07653","Fault","",""
"TR18-13",226,82,"170","R","","-18.627873","66.07653","Fault","",""
"TR18-14",20,85,"70","N","","-18.52924","66.05984","Fault","",""
"TR18-14",24,90,"10","L","red, green","-18.52924","66.05984","Fault","",""
"TR18-14",215,80,"40","L","","-18.52924","66.05984","Fault","",""
"TR18-14",30,50,"30","L","","-18.52924","66.05984","Fault","",""
"TR18-14",231,84,"28","L","red, green, white","-18.52924","66.05984","Fault","",""
"TR18-14",337,60,"70","N","","-18.52924","66.05984","Fault","",""
"TR18-14",232,70,"60","N","","-18.52924","66.05984","Fault","",""
"TR18-14",334,53,"50","N","","-18.52924","66.05984","Fault","",""
"TR18-14",210,71,"65","N","green, orange","-18.52924","66.05984","Fault","",""
"TR18-14",10,70,"115","N","","-18.52924","66.05984","Fault","",""
"TR18-14",14,88,"52","N","red","-18.52924","66.05984","Fault","",""
"TR18-14",320,78,"180","R","red","-18.52924","66.05984","Fault","",""
"TR18-14",342,85,"16","R","red","-18.52924","66.05984","Fault","",""
"TR18-14",183,80,"135","N","","-18.52924","66.05984","Fault","",""
"TR18-14",173,90,"40","R","green, tan clay","-18.52924","66.05984","Fault","",""
"TR18-14",211,82,"","","","-18.52924","66.05984","dike",NA,""
"TR18-14",30,87,"","","","-18.52924","66.05984","dike","0.5",""
