station,strike,dip,width (cm),shear,color,recorder,comments
TJ18-37 W,85,62,,,,MB,
TJ18-37 Y,110,80,2,,matte pink,ST,
TJ18-37 Y,125,56,,,,NH,
TJ18-37 Y,8,83,,,,NH,
TJ18-37 Y,2,73,,,,NH,
TJ18-37 Y,198,80,,,,NH,
TJ18-37 Y,48,70,,,,NH,
TJ18-37 Y,5,85,,,,NH,
TJ18-37 Y,56,88,,,pink,NH,
TJ18-37 Y,110,72,,,"red, white",NH,
TJ18-37 Y,26,62,,,"white, red",NH,
TJ18-37 Y,348,90,,,"white, red",NH,
TJ18-37 Y,93,56,,,"white, red",NH,
TJ18-37 B,100,78,,,,MB,
TJ18-37 B,105,78,,,,MB,
TJ18-37 B,95,79,,,,MB,
TJ18-37 B,85,89,1,,,MB,
TJ18-37 B,98,88,0.8,,"white, layered",MB,
TJ18-37 B,56,66,1,,"white, layered",MB,
TJ18-42 F,15,90,1,,white,MB,unsure about the sub-letter on this station
TJ18-42 F,54,90,5,LL,white,MB,unsure about the sub-letter on this station
TJ18-42 F,23,90,0.2,,white,MB,unsure about the sub-letter on this station
TJ18-42 F,55,90,0.1,,white,MB,unsure about the sub-letter on this station
TJ18-42 F,46,90,0.1,,white,MB,unsure about the sub-letter on this station
TJ18-42 F,45,90,15,,white,MB,unsure about the sub-letter on this station
TJ18-42 F,40,90,0.2,,white,MB,unsure about the sub-letter on this station
TJ18-42 F,40,90,0.2,,white,MB,unsure about the sub-letter on this station
TJ18-42 F,45,90,0.2,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,350,90,0.3,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,120,90,1.5,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,92,90,,LL,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,45,90,0.5,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,20,90,0.5,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,45,90,0.2,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,45,90,0.2,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,45,90,0.2,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,54,90,0.2,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,45,90,0.2,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,60,90,0.2,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,32,90,3,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,30,90,1.5,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,40,90,3,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,28,90,0.5,,white and brown,MB,unsure about the sub-letter on this station
TJ18-42 F,40,90,3.5,,white,MB,unsure about the sub-letter on this station
TJ18-42 F,48,90,0.4,LL,white,MB,unsure about the sub-letter on this station
TJ18-42 F,45,90,0.5,,,MB,unsure about the sub-letter on this station
TJ18-42 F,25,90,0.2,,,MB,unsure about the sub-letter on this station
TJ18-42 F,20,90,,,,MB,unsure about the sub-letter on this station
TJ18-42 F,52,90,,,,MB,unsure about the sub-letter on this station
TJ18-42 F,32,85,,,,MB,unsure about the sub-letter on this station
TJ18-42 F,50,90,,,,MB,unsure about the sub-letter on this station
TJ18-42 F,52,75,,,,MB,unsure about the sub-letter on this station
TJ18-42 F,15,88,,,,MB,unsure about the sub-letter on this station
TJ18-42 F,12,81,0.2,,,MB,unsure about the sub-letter on this station
TJ18-42 F,33,72,,,,MB,unsure about the sub-letter on this station
TJ18-42 A,132,75,,,,ST,
TJ18-42 A,335,85,2,LL,white chunks in brown matrix,ST,
TJ18-42 A,145,78,0.8,,,ST,
TJ18-42 A,186,88,,,"red, white",ST,
TJ18-42 A,211,88,0.1,,white,NH,
TJ18-42 A,125,70,0.1,,white,NH,
TJ18-42 A,132,85,0.1,,white,NH,
TJ18-42 A,67,90,0.1,,white,NH,
TJ18-42 A,354,75,0.1,,white,NH,
TJ18-42 A,144,74,2,LL,white,NH,
TJ18-42 A,32,84,0.1,,white,NH,
TJ18-42 A,120,83,0.1,,white,NH,
TJ18-42 B,123,0,0.3,,"off white outside, bright white inside",NH,
TJ18-42 B,127,70,0.1,,white,NH,
TJ18-42 B,4,79,0.1,,white,NH,
TJ18-42 B,20,70,0.1,,white,NH,
TJ18-42 B,42,75,0.1,,white,NH,
TJ18-42 B,35,80,0.1,,white,NH,
TJ18-42 B,35,70,0.1,,white,NH,
TJ18-42 B,120,80,0.1,,white,NH,
TJ18-42 B,174,80,3,,"white, brown silt, red",NH,
TJ18-42 C,58,83,0.1,,,ST,
TJ18-42 C,13,90,0.1,,,ST,
TJ18-42 C,134,88,1.5,,,ST,
TJ18-42 C,27,90,1.5,,8 layers,ST,
TJ18-42 C,0,85,1,,6 layers,ST,
TJ18-42 D,30,71,0.5,T,white syntectonic,NH,
TJ18-42 D,125,62,3,,red,NH,
TJ18-42 D,30,70,0.1,,"red, white",NH,
TJ18-42 E,55,74,1.2,,6 layers,ST,
TJ18-42 G,155,68,0.8,,4 layers,ST,
TJ18-42 G,134,82,10,,,ST,
TJ18-42 G,140,78,1,,5 bands,ST,
TJ18-42 G,128,87,0.4,,3 bands,ST,
TJ18-42 G,343,86,0.6,,4 bands,ST,
TJ18-42 G,143,71,2,,6 bands,ST,
TJ18-42 G,353,79,2,,6 bands,ST,
TJ18-42 G,352,82,3.5,,4 bands,ST,
TJ18-42 G,342,86,15,,6 bands,ST,
TJ18-42 H,20,86,2.5,LL,"oblique fibers, 6 layers",ST,
TJ18-45,130,65,,,,NH,
TJ18-45 B,15,90,,,,ST,
TJ18-45 B,136,72,,,,NH,
TJ18-45 B,65,63,,,,NH,
TJ18-45 B,110,85,,,,NH,
TJ18-45 B,115,75,,,,NH,
TJ18-45 D,110,52,,,"white, pink",ST,
TJ18-45 D,20,82,,,white,ST,
TJ18-45 D,240,80,0.2,,white,ST,
TJ18-45 D,215,80,,,white,ST,
TJ18-45 D,28,75,,,white,ST,
TJ18-45 D,25,78,,,white,ST,
TJ18-45 D,163,60,,,pink,ST,
TJ18-45 D,74,78,,,red,ST,
TJ18-45 D,102,72,,,white,ST,
TJ18-45 D,268,85,,,,NH,
TJ18-45 D,218,71,,,,NH,
TJ18-45 D,28,69,,,,NH,
TJ18-45 D,345,85,,,,NH,
TJ18-45 D,74,85,,,,NH,
TJ18-45 D,78,83,,,,NH,
TJ18-45 D,85,80,,,,NH,
TJ18-45 E,85,58,,,white,ST,
TJ18-45 E,162,55,,,white,ST,
TJ18-45 E,3,70,,,white,ST,
TJ18-45 E,112,60,,,white,ST,
TJ18-45 E,203,77,,,white,ST,
TJ18-45 E,65,58,,,white,ST,
TJ18-45 E,190,62,,,white,ST,
TJ18-45 E,160,83,,,white,ST,
TJ18-47 F,327,72,~2,,"clay margins, sediments in middle",ST,
TJ18-47 F,309,53,~2,,"clay margins, sediments in middle",ST,
TJ18-47 F,288,62,~2,,"clay margins, sediments in middle",ST,
TJ18-47 J,270,60,,,clay,NH,
TJ18-47 J,137,85,,,white,NH,
TJ18-48 C,84,18,2,,clay,NH,
TJ18-49 G,290,42,,,,NH,
TJ18-49 G,322,60,,,,NH,
TR18-10,200,75,1,,white,SWS,
TR18-10,162,83,0.5,,white,SWS,
TR18-10,305,80,0.2,,white,SWS,
TR18-10,28,71,1,,red,SWS,
TR18-10,110,74,0.5,,white,SWS,
TR18-10,144,75,0.2,,white,SWS,
TR18-10,339,85,1,,white and red,SWS,
TR18-11,175,88,0.8,LL,"white, orange",ST,
TR18-11,13,89,,,"red, white",ST,
TR18-11,131,70,,,white,ST,
TR18-11,174,82,,,brown,ST,
TR18-11,160,90,,,"white, orange",NH,
TR18-11,268,67,,,white,NH,
TR18-11,173,85,,,white,NH,
TR18-11,359,81,0.5,,white,SWS,
TR18-11,335,90,,,,SWS,
TR18-12,33,90,,,white,NH,
TR18-12,220,85,,,,NH,
TR18-12,175,90,,,,NH,
TR18-12,245,85,,,,NH,
TR18-12,20,80,,,,NH,
TR18-12,143,90,,,white,NH,
TR18-12,275,85,,,,NH,
TR18-12,130,82,1,,,SWS,
TR18-12,302,80,,,,SWS,
TR18-12,25,83,0.2,,,SWS,
TR18-12,303,90,0.2,,,SWS,
TR18-13,218,79,,,white,ST,
TR18-13,25,80,,,white,ST,
TR18-13,302,68,,,tan,ST,
TR18-13,358,80,,,,NH,
TR18-13,10,75,,,,NH,
TR18-13,354,74,,,,NH,
TR18-13,132,90,,,,NH,
TR18-13,165,80,,,,NH,
TR18-13,175,82,0.2,,,SWS,
TR18-13,213,90,0.2,,,SWS,
TR18-13,4,84,1,,,SWS,
TR18-13,278,85,0.2,,,SWS,
TR18-13,208,90,0.1,,,SWS,
TR18-13,35,88,0.3,,,SWS,
TR18-13,158,79,0.5,,pink,SWS,
TR18-13,358,80,,,,NH,
TR18-14,135,88,,,white,ST,
TR18-14,165,88,,,"red, turquoise",ST,
TR18-14,21,81,,,"white, tan, green",ST,
TR18-14,151,90,,,red,ST,
TR18-14,0,76,,,green,ST,
TR18-14,187,86,,,white,ST,
TR18-14,216,90,0.5,,white,ST,
TR18-14,248,89,,,"red, white, green",ST,
TR18-14,165,83,,,"green, white",ST,
TR18-14,335,85,,,"green, white, red",ST,
TR18-14,181,67,,,,ST,
TR18-14,54,81,,,green,ST,
TR18-14,120,80,,,"red, white",ST,
TR18-14,121,81,,,green,ST,
TR18-14,345,69,,,"red, green",ST,
TR18-14,45,79,,,"red, white",ST,
TR18-14,19,77,,,"red, white",ST,
TR18-14,181,86,1,,,SWS,
TR18-14,36,84,1,,"white, green",SWS,
TR18-14,284,88,0.3,,orange,SWS,
TR18-14,186,80,0.5,,orange,SWS,
TR18-14,292,58,0.2,,orange,SWS,
TR18-14,25,85,1,,orange,SWS,
TR18-14,225,76,1,,orange,SWS,
TR18-14,105,90,,,"white, green",NH,
TR18-14,354,83,,,,NH,
TR18-14,306,64,,,white,NH,
TR18-14,315,85,,,tan clay,NH,
TR18-14,8,85,,,,NH,
TR18-14,115,90,,,"green, clay",NH,
TR18-14,128,90,,,clay,NH,
TR18-14,120,90,,,clay,NH,
TR18-14,355,85,,,"white, tan clay in center",NH,
TR18-14,38,72,,,,NH,
TR18-14,335,80,,,tan,NH,
TR18-14,282,60,,,tan clay,NH,
TR18-14,110,90,,,,NH,
TR18-14,192,70,,,,NH,
TR18-14,305,88,0.5,,,SWS,
TR18-14,183,87,0.3,,,SWS,
TR18-14,330,79,,,,SWS,
TJ18-42 C,110,82,,,,ST,
TJ18-37 QR,57,58,,,white,ST,
TJ18-37 QR,56,59,,,red,ST,
FL18-69 A,138,78,,,,SWS,
FL18-69 A,176,70,,,,SWS,
FL18-69 A,344,78,,,,SWS,
FL18-69 A,130,90,,,,SWS,
FL18-67 E,25,72,,,,SWS,
FL18-75 A,14,83,,LL,,PA,
FL18-99 E,214,20,,,,PA,
TJ18-37 Y,25,80,,,,NH,
