site,easting,northing,strike,dip
Brettingstadir ave?,638221.8329,7339783.36,120,85
Brettingstadir ave?,638221.8329,7339783.36,118,61
Brettingstadir ave?,638221.8329,7339783.36,96,88
Brettingstadir ave?,638221.8329,7339783.36,104,67
Brettingstadir ave?,638221.8329,7339783.36,125,85
Brettingstadir ave?,638221.8329,7339783.36,95,57
Brettingstadir ave?,638221.8329,7339783.36,128,77
Brettingstadir ave?,638221.8329,7339783.36,120,86
